 1.00000000e+00 1.00017940e+00
 1.01099099e+02 8.78820229e-01
 2.01198198e+02 7.42500010e-01
 3.01297297e+02 6.82867345e-01
 4.01396396e+02 6.08420597e-01
 5.01495495e+02 5.81466830e-01
 6.01594595e+02 5.44640649e-01
 7.01693694e+02 5.24997363e-01
 8.01792793e+02 5.24976455e-01
 9.01891892e+02 4.93865016e-01
 1.00199099e+03 4.87146807e-01
 1.10209009e+03 4.55634040e-01
 1.20218919e+03 4.84932529e-01
 1.30228829e+03 4.41602570e-01
 1.40238739e+03 4.24722673e-01
 1.50248649e+03 4.55348825e-01
 1.60258559e+03 4.42816803e-01
 1.70268468e+03 4.26048051e-01
 1.80278378e+03 4.09263879e-01
 1.90288288e+03 4.05285453e-01
 2.00298198e+03 4.10467799e-01
 2.10308108e+03 3.95488964e-01
 2.20318018e+03 4.17100945e-01
 2.30327928e+03 3.81350477e-01
 2.40337838e+03 3.85508945e-01
 2.50347748e+03 3.92954804e-01
 2.60357658e+03 3.63734784e-01
 2.70367568e+03 3.98421194e-01
 2.80377477e+03 3.65897819e-01
 2.90387387e+03 3.47139999e-01
 3.00397297e+03 3.50112860e-01
 3.10407207e+03 3.42884328e-01
 3.20417117e+03 3.57744443e-01
 3.30427027e+03 3.68116084e-01
 3.40436937e+03 3.65642709e-01
 3.50446847e+03 3.52732956e-01
 3.60456757e+03 3.55426172e-01
 3.70466667e+03 3.20130333e-01
 3.80476577e+03 3.42613811e-01
 3.90486486e+03 3.14721962e-01
 4.00496396e+03 3.51512728e-01
 4.10506306e+03 3.51873706e-01
 4.20516216e+03 3.25503256e-01
 4.30526126e+03 3.20869644e-01
 4.40536036e+03 3.34822942e-01
 4.50545946e+03 3.25500115e-01
 4.60555856e+03 3.28271278e-01
 4.70565766e+03 2.87789488e-01
 4.80575676e+03 2.85620688e-01
 4.90585586e+03 3.15904565e-01
 5.00595495e+03 2.99648752e-01
 5.10605405e+03 3.13718248e-01
 5.20615315e+03 2.80605972e-01
 5.30625225e+03 2.90601709e-01
 5.40635135e+03 2.75222566e-01
